0,0,0,0.449438202,-0.134831461,0.764044944,-0.348314607,0.820224719,-0.662921348,0.595505618,-0.775280899,0.505617978,-0.617977528,0.573033708,-0.887640449,0.494382022,-0.617977528,0.516853933,-0.561797753,0.269662921,-0.685393258,0.325842697,-0.97752809,0.235955056,-0.640449438,0.258426966,-0.606741573,0.033707865,-0.719101124,0.08988764,-1,0.04494382,-0.685393258,0.04494382,-0.651685393,-0.202247191,-0.730337079,-0.146067416,-1,-0.146067416,-0.797752809,-0.146067416,-0.719101124
0,0,0,0.322916667,-0.270833333,0.5,-0.604166667,0.395833333,-0.916666667,0.135416667,-0.927083333,0.145833333,-0.8125,0.041666667,-1,0.125,-0.75,0.1875,-0.739583333,-0.083333333,-0.760416667,-0.197916667,-0.96875,-0.09375,-0.666666667,-0.041666667,-0.697916667,-0.291666667,-0.6875,-0.385416667,-0.875,-0.28125,-0.604166667,-0.25,-0.614583333,-0.489583333,-0.583333333,-0.583333333,-0.760416667,-0.479166667,-0.604166667,-0.427083333,-0.572916667
0,0,0,0.329896907,-0.257731959,0.505154639,-0.587628866,0.402061856,-0.907216495,0.144329897,-0.927835052,0.164948454,-0.81443299,0.020618557,-1,0.103092784,-0.742268041,0.18556701,-0.731958763,-0.072164948,-0.762886598,-0.206185567,-0.958762887,-0.103092784,-0.649484536,-0.041237113,-0.680412371,-0.288659794,-0.690721649,-0.402061856,-0.855670103,-0.278350515,-0.577319588,-0.226804124,-0.587628866,-0.474226804,-0.597938144,-0.577319588,-0.742268041,-0.463917526,-0.577319588,-0.391752577,-0.546391753
0,0,0,0.306122449,-0.224489796,0.489795918,-0.56122449,0.397959184,-0.867346939,0.12244898,-0.928571429,0.173469388,-0.846938776,0.040816327,-1,0.112244898,-0.734693878,0.183673469,-0.724489796,-0.081632653,-0.806122449,-0.204081633,-0.93877551,-0.102040816,-0.62244898,-0.030612245,-0.653061224,-0.295918367,-0.734693878,-0.408163265,-0.816326531,-0.275510204,-0.540816327,-0.214285714,-0.551020408,-0.489795918,-0.62244898,-0.571428571,-0.704081633,-0.448979592,-0.530612245,-0.367346939,-0.5
0,0,0,0.295918367,-0.244897959,0.469387755,-0.602040816,0.346938776,-0.897959184,0.071428571,-0.908163265,0.142857143,-0.857142857,-0.030612245,-1,0.071428571,-0.734693878,0.153061224,-0.724489796,-0.102040816,-0.785714286,-0.255102041,-0.928571429,-0.132653061,-0.62244898,-0.051020408,-0.663265306,-0.316326531,-0.704081633,-0.448979592,-0.785714286,-0.306122449,-0.520408163,-0.234693878,-0.540816327,-0.5,-0.591836735,-0.62244898,-0.683673469,-0.489795918,-0.510204082,-0.408163265,-0.489795918
0,0,0,0.267326733,-0.207920792,0.445544554,-0.564356436,0.316831683,-0.841584158,0.01980198,-0.841584158,0.118811881,-0.881188119,0.00990099,-1,0.059405941,-0.752475248,0.099009901,-0.712871287,-0.138613861,-0.831683168,-0.227722772,-0.871287129,-0.128712871,-0.594059406,-0.069306931,-0.623762376,-0.356435644,-0.752475248,-0.425742574,-0.722772277,-0.287128713,-0.485148515,-0.237623762,-0.504950495,-0.524752475,-0.623762376,-0.574257426,-0.594059406,-0.455445545,-0.435643564,-0.396039604,-0.435643564
0,0,0,0.278350515,-0.216494845,0.443298969,-0.567010309,0.278350515,-0.845360825,-0.030927835,-0.824742268,0.113402062,-0.855670103,-0.010309278,-1,0.06185567,-0.731958763,0.113402062,-0.711340206,-0.144329897,-0.81443299,-0.268041237,-0.87628866,-0.164948454,-0.587628866,-0.103092784,-0.628865979,-0.360824742,-0.731958763,-0.463917526,-0.731958763,-0.329896907,-0.474226804,-0.268041237,-0.505154639,-0.546391753,-0.608247423,-0.618556701,-0.608247423,-0.505154639,-0.453608247,-0.432989691,-0.453608247
0,0,0,0.292929293,-0.181818182,0.484848485,-0.515151515,0.353535354,-0.838383838,0.050505051,-0.868686869,0.151515152,-0.858585859,0.03030303,-1,0.080808081,-0.717171717,0.141414141,-0.696969697,-0.101010101,-0.818181818,-0.232323232,-0.878787879,-0.141414141,-0.565656566,-0.070707071,-0.595959596,-0.313131313,-0.747474747,-0.424242424,-0.737373737,-0.303030303,-0.474747475,-0.232323232,-0.494949495,-0.494949495,-0.636363636,-0.565656566,-0.616161616,-0.454545455,-0.444444444,-0.383838384,-0.444444444
0,0,0,0.295918367,-0.204081633,0.5,-0.530612245,0.408163265,-0.816326531,0.102040816,-0.836734694,0.183673469,-0.87755102,0.112244898,-1,0.163265306,-0.714285714,0.204081633,-0.704081633,-0.081632653,-0.846938776,-0.153061224,-0.897959184,-0.06122449,-0.591836735,-0.020408163,-0.632653061,-0.306122449,-0.775510204,-0.367346939,-0.765306122,-0.244897959,-0.5,-0.193877551,-0.530612245,-0.489795918,-0.663265306,-0.520408163,-0.653061224,-0.408163265,-0.479591837,-0.346938776,-0.479591837
0,0,0,0.319587629,-0.206185567,0.515463918,-0.515463918,0.484536082,-0.835051546,0.237113402,-0.927835052,0.216494845,-0.824742268,0.144329897,-1,0.216494845,-0.731958763,0.278350515,-0.711340206,0,-0.793814433,-0.072164948,-0.958762887,0.010309278,-0.639175258,0.051546392,-0.670103093,-0.216494845,-0.731958763,-0.268041237,-0.865979381,-0.164948454,-0.587628866,-0.144329897,-0.597938144,-0.402061856,-0.649484536,-0.443298969,-0.773195876,-0.350515464,-0.597938144,-0.298969072,-0.567010309
